ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26
711,False,0.4365,5.1104,-5.6783,0.4274,0.8859,1.8328,0.0277,1.9125,-0.7661,,3.098,-0.008,-0.5209,0.047,-0.2226,2.0463,0.8388,0.0196,2.5547,-6.2929,-0.3385,0.4135,-2.4177,5.1759,0.0014,4.322,1.9978
712,False,0.4025,2.3747,-1.1856,0.2404,0.7355,0.3959,0.0256,1.1101,-1.5157,0.7315,1.1726,-0.0127,-3.8073,0.2648,0.0383,1.8241,0.4954,-0.3121,-2.7347,-0.9395,0.0936,-0.0813,0.8568,1.0208,-0.1603,4.1722,-1.8668
713,False,0.4498,0.2576,-3.1491,-0.0075,1.4196,2.8379,0.028,-8.1671,-1.2423,0.3347,2.1807,-0.0115,2.7035,0.1345,-0.221,1.2326,1.1859,-1.2245,11.3484,-5.1559,0.1835,-0.3035,0.0143,2.5794,-0.0362,2.7,-0.6245
714,True,0.2044,-1.4581,-9.4085,-0.3918,0.6528,-1.0551,0.0033,5.3225,1.2491,-0.1928,-1.4612,0.021,-0.8817,0.2248,0.3026,4.7729,-0.5941,-2.1328,5.9267,0.5292,-0.0476,-0.0952,3.6533,9.6225,-0.004,3.9009,3.6104
715,True,0.0719,4.8515,-11.9948,0.0668,-0.0312,-0.9984,0.0011,1.411,-0.087,-0.4559,-0.0807,0.0181,0.6971,0.5636,-0.2496,4.4452,0.3513,-4.1171,4.4721,1.8557,-0.1507,0.0143,-1.1189,11.9992,0.1718,4.4551,0.7453
716,False,0.328,4.1852,-8.2393,-0.2263,0.2394,0.3322,0.0208,5.1721,-0.0694,0.2441,-0.0535,0.0007,3.0614,0.0733,0.136,3.584,0.4215,,-0.09,-2.0528,-0.0397,0.4271,-2.2085,8.5313,-0.0698,0.3358,2.0933
717,False,0.146,2.7912,-10.2539,-0.3882,0.277,-0.3473,0.0039,-1.2468,0.2702,-0.2092,-1.3432,-0.0041,-1.2272,0.337,0.4626,3.374,0.0817,0.3897,-12.1235,-4.4689,0.0772,0.0594,1.5133,10.0474,-0.0535,2.8871,-0.5781
718,True,0.415,3.4476,-7.4201,-0.2,-0.6701,-0.5525,0.0123,0.709,0.0541,-0.2582,0.1736,-0.001,-1.8122,0.4634,0.0568,1.441,-0.3577,1.6748,8.5714,2.9927,-0.0282,-0.1508,2.3383,7.1132,0.3525,1.1152,0.5385
719,False,0.3829,0.8019,-11.8493,-0.1418,0.3522,-0.2057,0.0107,-1.2468,1.0992,-0.337,-1.6338,0.0025,3.0562,,0.2033,4.4349,-1.0298,-3.2126,-12.7185,-2.9056,-0.163,-0.267,1.1539,11.9943,-0.307,-2.7781,-4.0145
720,False,0.0508,6.7938,-3.6625,0.0047,-0.3168,0.3889,0.0179,-4.3559,-1.1586,0.039,2.5985,0.0009,-1.2342,0.2648,-0.2327,0.8709,0.0337,-7.7324,28.2746,7.5645,-0.0999,0.0752,-2.7903,3.1348,-0.0542,1.5665,1.0763
721,False,0.3082,1.4779,-5.7638,-0.5994,0.2018,0.6861,0.0206,2.8152,-0.431,0.4075,1.5086,-0.0114,0.3821,0.2466,0.0114,0.4926,0.2922,-1.8319,9.2987,-1.8633,-0.0369,-0.0327,2.7691,5.2361,0.072,0.8527,-0.8551
722,True,0.0876,-0.2618,-3.7846,-0.0881,0.6228,-0.9418,0.0076,6.7266,0.5744,-0.4276,-0.3895,0.0124,-2.1719,0.3854,-0.0324,2.213,-0.0217,-0.5512,-2.4041,3.9639,0.1611,-0.1202,-0.7077,4.0567,-0.0937,2.2013,5.0552
723,False,0.4116,1.8251,-8.9808,-0.1392,-0.61,0.8348,0.0028,,0.6494,0.3332,-1.098,0.013,0.2524,0.1754,0.0282,3.2148,-0.029,-1.3169,-4.7844,-4.6111,0.1243,-0.0958,0.3735,9.134,0.0342,,-1.7417
724,False,0.1925,-0.8768,-8.4354,0.2135,-0.0312,1.1745,0.0267,-3.5535,-0.4221,0.4031,1.1817,-0.0029,-1.1041,0.0709,-0.0172,0.5351,-0.066,1.9266,-11.1317,-3.5925,0.0333,-0.0042,3.0666,7.8316,0.1397,2.6191,-1.0448
725,False,0.0887,2.7832,-5.6588,-0.0042,-0.6551,-0.4747,0.0183,4.1691,0.2966,0.0167,0.4097,0.0011,-0.0487,0.3647,0.0551,1.8519,0.9311,-2.3131,12.4724,4.2245,-0.0339,-0.0412,0.0172,5.4769,0.0093,,1.7145
726,False,0.1492,-0.0406,-10.1897,0.0123,-0.2341,0.4596,0.0127,4.1691,0.279,-0.4336,-1.9063,0.01,-2.2535,0.1895,-0.0358,2.7612,-0.066,-3.5791,-13.7764,-8.0458,-0.2898,0.1503,2.2009,10.2455,-0.077,2.0425,5.405
727,False,0.0269,0.2239,-9.361,-0.1243,1.1339,0.2968,0.0211,-1.2468,0.4245,0.0003,1.0636,0.0081,0.0158,,0.1679,3.6518,-0.1287,-0.9165,0.6373,-2.8108,0.0815,0.1691,1.3247,8.9216,,,1.483
728,True,0.2004,1.8715,-8.0163,-0.0968,-1.2188,-0.8427,0.006,-5.1583,-0.3913,-0.1854,1.4269,-0.006,1.1446,0.382,-0.157,0.6306,-0.1841,0.5189,5.2655,8.4883,-0.2378,0.0003,-2.8973,7.809,,0.0187,-3.6884
729,False,0.4693,3.6598,-7.2281,0.1881,-0.0838,0.5516,0.003,2.1131,0.3275,-0.0115,-0.6983,-0.0047,-1.7211,0.2747,-0.1772,1.8796,-0.2174,0.8527,-15.4955,-2.1002,-0.0251,-0.1459,1.6304,7.0314,-0.0176,2.2313,1.1474
730,False,0.2724,4.2683,-9.5863,-0.2855,0.277,-0.3119,0.0153,-6.7128,0.2702,0.0821,0.2553,0.0033,0.3486,0.5243,0.0316,3.2148,-0.6531,-0.0281,-13.9087,-7.0035,-0.0436,0.0145,1.1334,9.5163,0.0561,1.0561,0.0701
731,False,0.2903,4.7057,-5.9531,-0.1989,1.0437,0.8772,0.0221,4.1691,-0.5236,0.3912,0.6367,-0.019,2.2657,0.0831,-0.0172,1.8704,0.9976,1.0513,-1.4785,-1.5317,0.0487,0.1382,-3.4855,5.5671,-0.1652,1.5795,2.8526
732,False,0.4138,-2.6062,-3.8987,-0.1405,1.4947,0.6791,0.0247,-1.5477,-0.259,-0.1111,0.1826,-0.0109,-1.9012,,-0.0341,2.837,-0.1066,3.3847,-0.6851,-1.6738,-0.0199,0.1146,1.8616,3.7801,0.1475,0.8952,0.7339
733,False,0.3754,1.0324,-6.2503,-0.2522,0.4424,2.1654,0.0227,-5.5594,-0.5015,0.0553,0.6458,-0.0078,0.9461,0.0489,0.0333,1.6233,0.2073,-3.8648,-9.611,-3.3793,-0.1558,-0.1854,-0.4453,5.9958,-0.0351,0.031,0.4976
734,False,0.3754,0.9733,-11.2312,-0.1936,-0.407,-1.5859,0.0107,-6.4119,0.4774,-0.3429,-1.7155,0.0012,-3.2487,0.2979,0.1663,4.3981,-0.679,-1.9284,-9.2143,0.7897,-0.0694,0.2805,-2.5294,11.7281,0.1385,,4.8869
735,False,0.0438,-0.8129,-7.478,-0.0313,0.9761,1.9743,0.0271,3.1662,-0.7705,0.4016,1.3452,-0.0084,0.1344,0.0557,-0.0341,1.1111,0.7243,-3.2253,-1.6768,0.316,-0.0794,0.2041,3.1629,7.195,-0.1338,3.2815,0.745
736,False,0.415,1.3979,-5.5699,0.5045,0.8934,1.2453,0.0274,4.6205,-0.3339,0.3332,0.9365,-0.019,-0.8758,0.0361,-0.1873,0.6456,0.6505,-0.9369,12.4063,-2.5976,-0.1456,0.0016,-2.4234,5.5069,,6.5574,2.928
737,True,0.1571,3.8074,-3.8881,-0.0537,0.8257,-0.411,0.0176,-7.465,0.1908,-0.0561,0.4369,-0.0036,-0.8132,0.6354,-0.061,2.8593,-0.0549,-2.1465,10.6872,3.1822,-0.1607,-0.1177,3.0938,3.8109,-0.1429,0.8737,3.0941
738,False,0.4563,2.2269,-4.1947,0.0659,0.9009,-1.4939,0.0116,0.3078,1.0727,-0.4529,-0.998,0.0009,-0.1895,0.4038,-0.0374,,-0.727,-2.9374,-5.5778,-2.9292,0.3576,-0.0181,-1.4075,4.7546,0.1519,4.004,1.6629
739,True,0.319,-0.1939,-6.7186,0.2779,1.0888,-0.4039,0.0065,6.8269,-0.8499,-0.0873,0.1372,0.0058,-1.8836,0.6394,0.0652,3.2,-0.3688,-3.3448,7.1168,4.9114,-0.0598,0.0843,-1.4762,6.5409,0.0951,1.9607,6.9112
740,True,0.3378,0.6609,-1.7728,0.0639,-0.0913,0.2048,0.0039,1.4612,0.2922,-0.4945,0.0101,0.0021,-0.5225,0.5401,-0.1351,3.3037,-0.3245,-1.4373,3.7448,0.7187,-0.0354,0.0561,3.3233,1.8056,0.0958,5.3742,1.9729
741,False,0.445,4.6241,-2.9309,0.2754,0.8859,1.6275,0.0264,-4.6568,-0.3604,0.1118,0.2008,-0.0056,-0.8758,0.0187,0.0787,0.5781,0.5766,-1.6912,0.3728,-3.0714,-0.1116,0.2768,0.9889,3.3499,0.1196,2.3193,3.0142
742,False,0.2183,-0.3197,-2.2175,0.3721,1.0963,0.2473,0.0262,-3.0521,-0.7396,,1.4814,-0.0152,-0.3023,0.3388,0.0215,,0.5212,0.6793,-6.1729,0.1739,-0.3768,0.1391,0.5769,1.9087,-0.1189,0.855,1.9925
743,True,0.0326,0.4644,-5.0601,0.01,0.1793,-1.4444,0.0147,-1.7482,-0.4795,-0.2865,1.327,-0.0009,-1.9592,0.5228,-0.0627,,-0.029,-5.1588,9.6954,-0.5131,-0.3093,-0.2385,-1.1991,4.6343,0.0005,,-0.6018
744,False,0.2885,0.1167,-2.803,-0.0045,0.5326,2.0451,0.0256,-9.8219,-1.2688,0.25,0.0827,-0.0159,-1.3754,0.131,0.0753,2.5373,1.1232,0.4595,-1.3463,-4.6111,-0.5409,-0.0702,0.2058,2.8115,-0.0744,2.4504,4.5976
745,True,0.1806,4.3545,-10.3902,-0.2978,0.3296,-0.4251,0.0156,4.3697,0.3937,-0.071,-0.7437,0.0013,1.0405,0.417,-0.1149,3.6653,-1.052,-0.2072,6.5879,0.1502,-0.0205,-0.0452,1.8347,10.3295,0.4468,2.8952,5.8916
746,False,0.3262,3.1711,-11.6508,0.1462,-0.3093,-0.7507,0.02,8.7827,0.9052,-0.0205,-2.0607,0.0048,1.0049,0.4584,-0.0526,3.8889,-1.1185,-4.8277,-17.479,-3.5214,-0.2983,0.3189,-1.1193,11.6394,-0.0943,1.4723,2.4353
747,True,0.4014,6.8228,-6.9707,-0.6891,-0.0086,0.4172,0.013,4.47,0.7861,-0.3132,-2.0243,0.0053,-1.2718,,0.3481,3.6043,-0.6458,-3.3124,-9.8094,3.8218,0.568,-0.1209,0.6011,7.4705,0.1014,0.6635,2.8115
748,False,0.2652,2.7237,-10.7128,0.0436,-0.1815,0.0845,0.0116,5.5231,0.9713,-0.3043,-1.4612,0.0063,-3.6764,0.2532,0.0669,4.4565,-0.2728,-2.859,-5.2472,-1.508,0.2655,-0.0799,-3.0485,10.8333,0.0221,,2.105
749,True,0.2634,2.1659,-11.6037,-0.2454,-0.8956,-1.4868,0.0071,-5.4591,0.4157,-0.34,-2.3967,0.0091,1.2219,0.3647,-0.061,3.4621,-1.2256,1.7873,-8.5531,-4.7295,-0.1397,0.1127,1.5673,11.9598,-0.0518,1.9699,-0.4766
750,True,0.1381,0.4336,-6.5034,-0.2904,0.2996,-1.3453,0.0175,5.8741,0.376,-0.2062,0.4006,-0.0021,-0.5128,0.6445,0.0787,1.0661,-0.6384,-2.9157,18.8858,5.2904,0.2149,0.0679,0.8877,6.4864,0.0429,5.1102,-2.8018
751,False,0.3423,-0.0548,-11.3553,0.3204,0.1643,0.4596,0.0269,-8.9193,-1.0395,0.2455,0.7094,-0.0179,-1.9836,0.0752,-0.1115,0.9159,0.7834,4.3404,0.3728,-2.5029,-0.0323,-0.1335,-1.3087,11.0181,0.2027,2.5246,1.599
752,False,0.0542,3.3039,-8.3024,-0.22,-0.4446,0.4596,0.022,-0.4444,1.3902,-0.3221,-1.6338,-0.0063,-3.8934,0.1626,0.0871,3.5298,0.1298,-1.2136,-3.1976,-3.1187,-0.0936,-0.2546,2.0902,8.6215,0.0004,3.8483,1.248
753,False,0.3333,1.9586,-2.9498,-0.0181,-0.5047,-0.4039,0.0198,1.06,-0.819,0.1222,2.4259,0.0029,-1.5458,0.4811,-0.1149,1.0961,0.3587,-2.1991,2.8192,2.6137,0.2247,0.0075,2.5824,2.6825,0.0326,7.5898,4.5994
754,False,0.3154,3.8615,-7.855,-0.0965,-0.3243,0.1057,0.0236,-5.5594,0.1511,0.1906,0.5459,-0.0035,-2.3847,0.2277,0.0215,0.7733,0.8019,2.0137,-0.5528,0.2686,0.2919,-0.2062,-0.478,7.6962,,1.4579,-4.7777
755,True,0.1397,-0.2529,-10.2793,-0.1217,-0.6927,-0.7719,0.0071,6.8771,0.9008,-0.4901,-0.3532,0.0158,-2.028,0.4121,0.0198,4.4695,-0.354,-3.7362,-14.5037,1.7373,0.092,-0.0399,0.7388,10.3966,-0.0568,5.7432,2.1535
756,False,0.2004,1.3933,-1.7268,0.157,1.5473,1.0754,0.0124,-6.9636,-0.453,0.4268,1.99,-0.009,-1.9937,0.0676,-0.263,0.4737,0.5249,-0.5211,6.1912,2.59,0.1723,0.1357,1.8249,1.3373,-0.1862,1.7035,3.3476
757,False,0.4127,4.6096,-3.5026,0.0157,0.3371,0.5516,0.0219,-2.5005,-0.4795,,1.0909,-0.0051,-1.8293,0.2797,0.0956,1.0886,1.0752,0.0062,5.9267,-1.6738,0.2947,0.1634,4.4414,2.9196,-0.0796,0.6386,-1.1366
758,True,0.407,2.0208,-6.2859,0.0177,-0.625,0.2827,0.0064,0.1574,-0.9734,-0.1512,0.0464,0.0035,-1.1793,0.494,-0.0324,3.1778,-0.2063,-9.3547,15.051,7.446,-0.0405,0.3391,-1.5108,6.1866,0.0641,0.2523,-1.4541
759,True,0.2652,-2.3296,-4.9301,0.1196,-0.2567,-0.3473,0.0187,-1.5477,-0.2149,-0.0353,0.7548,0.0052,-1.0193,0.5358,0.0905,2.2305,-0.4426,0.8702,5.4639,0.8845,0.3785,0.1047,1.7584,4.7847,0.0524,0.8864,0.0628
760,True,0.2063,4.9554,-10.5481,0.0827,-1.2339,-0.2482,0.0136,-8.819,1.6857,-0.606,-0.2896,0.0131,0.6992,0.5228,0.141,3.2741,-1.1074,-0.54,-11.3301,-0.1815,0.2992,0.4385,-4.2907,10.7661,0.0972,0.6425,1.3383
761,False,0.4461,2.9895,-10.2132,-0.2605,-0.9933,0.042,0.0132,4.821,0.6759,-0.3236,-2.6328,0.007,-0.8758,0.1217,0.3329,3.8753,-0.7972,1.9205,-15.4294,-1.0105,0.3197,0.2027,-0.0854,10.3798,0.1064,1.2466,2.4293
762,False,0.4599,0.9827,-12.2648,0.1076,-0.3995,-0.9064,0.0161,1.7621,1.3594,-0.227,-1.2069,0.0079,0.1086,0.1556,0.3447,4.8491,-1.6872,-4.2674,-6.4373,-3.3556,0.3013,0.3458,-1.5611,12.3542,-0.0161,0.4166,3.9568
763,False,0.064,1.6237,-8.9583,-0.3862,-0.3845,-1.0055,0.0173,,0.2658,-0.074,-1.4703,0.0048,-1.6123,0.5315,0.1174,2.1019,-0.5904,1.1332,-0.9495,1.4056,0.1039,0.2688,2.5674,9.2614,0.0837,0.7019,-0.2319
764,True,0.2814,-3.6948,-10.4549,-0.5288,-1.1361,-0.4393,0.0151,-3.8544,0.4774,0.0791,-0.998,0.0028,-0.6541,0.4418,-0.0947,4.0975,-0.2211,-1.9454,11.2823,0.3397,0.3168,0.0474,1.0382,10.8837,-0.2788,2.9196,2.8737
765,False,0.3393,-2.1373,-1.4686,0.1578,1.9307,2.4203,0.0275,8.5821,-1.1894,0.6527,0.6186,-0.0164,-1.7428,0.1612,-0.2984,0.288,0.9311,-1.4009,11.0839,-1.6027,-0.2381,-0.0501,2.2293,1.4138,,4.4226,3.1449
766,True,0.0831,-0.7318,-6.1963,-0.4457,-1.3165,-0.5596,0.0042,8.6824,0.8964,-0.224,-1.0162,0.0055,-1.9536,,0.1511,4.3736,-0.3282,-0.5027,-7.0985,2.3531,0.015,-0.1609,0.1344,6.2138,0.3243,3.9166,-1.6785
767,True,0.054,-3.3135,-4.9362,-0.1629,-0.3018,-0.7224,0.007,3.9685,-0.0738,-0.2107,0.9455,-0.006,-3.7007,0.5084,0.0299,2.0741,-0.0844,-1.1863,16.8362,10.786,-0.1388,-0.1254,-0.9324,4.6944,0.126,6.8529,0.0585
768,True,0.2778,0.3537,-11.5563,0.0952,-1.0535,0.3181,0.0025,6.8771,0.7729,,0.0736,0.008,-3.6888,0.648,0.0383,4.4165,-0.583,-3.3275,14.6543,-2.7871,0.0494,-0.0884,5.0002,11.4044,0.0147,1.3667,1.5392
769,False,0.2473,1.8332,-6.5552,0.183,-0.0387,1.2665,0.0169,4.8712,-0.3472,0.1668,0.9183,-0.0023,1.1783,0.5113,-0.2311,1.5625,0.2405,-2.2336,5.4639,5.9063,-0.0478,-0.0308,-0.2682,6.1866,0.1159,1.5775,0.4404
770,False,0.1143,1.8137,-11.6519,-0.091,-1.3541,-0.8498,0.0165,-5.0078,1.0375,-0.3875,-2.206,0.0137,0.9275,0.5286,0.0265,2.4295,-1.329,-3.0827,-10.3383,-1.3185,-0.0674,0.2083,0.2378,11.8267,0.3053,-1.5576,1.9979
771,True,0.1786,3.1089,-3.3919,-0.1134,-1.0384,-1.3665,0.0175,11.3402,-0.162,-0.1928,3.1071,0.0011,3.0407,0.2979,-0.0156,1.25,-0.7565,-3.4596,24.9687,6.9723,-0.4683,0.0555,0.4092,2.5536,0.0444,0.771,3.7351
772,False,0.1381,3.4844,-9.3203,0.027,-0.9933,-1.5222,0.0098,-0.9459,1.1565,-0.2062,-2.8054,0.0027,-0.4767,0.4667,-0.0374,4.5863,-0.6753,-3.7405,-13.3797,1.6425,0.1709,0.0548,1.8104,9.6863,0.2302,1.301,3.6648
773,True,0.0451,1.2881,-9.9967,-0.1343,-1.3767,-0.6799,0.0041,2.8653,0.1423,-0.2865,-0.8981,0.0079,-0.1299,0.3922,-0.1385,2.9926,-0.3392,,15.3816,0.6713,-0.3509,-0.1977,-0.6835,9.9624,-0.0056,3.4865,3.7764
774,True,0.4399,1.3933,-6.6621,0.2108,0.4875,0.3322,0.0077,-5.8603,0.2305,-0.2582,-2.097,0.0105,2.1984,0.3664,0.0181,3.9441,0.0042,-0.1314,0.6373,-2.2897,0.1936,-0.0897,-0.5536,6.9769,0.1609,5.5232,5.691
775,True,0.1159,2.4434,-9.5754,-0.2416,-0.9933,-1.1896,0.0012,-10.2733,1.1698,-0.2285,-2.6873,0.0224,-0.5595,0.3267,0.1107,4.5344,-0.2986,1.876,-5.8423,-0.4894,-0.4849,-0.3628,-0.0621,10.0474,-0.4366,2.1988,0.0471
776,True,0.1587,1.7636,-11.7228,-0.3799,1.6676,-1.5435,0.0053,11.8918,1.0904,-0.2686,-0.0081,0.0097,2.1855,0.4926,0.4457,4.6512,-1.2182,-4.8688,-12.9169,-4.7769,0.0576,-0.0081,1.5909,11.5802,-0.2097,-0.005,1.9025
777,False,0.1077,0.3086,-5.971,-0.1076,-1.0986,-0.6587,0.006,-2.4002,-0.2546,-0.1349,0.8093,0.0076,-2.3518,0.6308,0.1006,,0.0153,-1.628,9.4971,8.2514,0.1125,0.0449,0.4888,5.7176,0.1026,2.5276,3.6391
778,True,0.2796,-0.1622,-10.9838,0.0051,-1.5195,-0.5596,0.0048,4.1691,0.6803,-0.4975,-0.0807,0.0052,0.4969,0.4854,-0.0459,3.3185,-0.3614,1.8938,-9.4788,0.2923,0.1801,-0.112,-1.3799,10.8837,-0.1956,0.2092,-1.4306
779,False,0.1429,2.5721,-8.0386,-0.3613,-1.4819,-0.9135,0.0091,-5.8102,1.2139,-0.334,-2.542,0.001,-1.0175,0.2319,0.1915,4.2693,-0.6495,2.7376,-8.6192,-5.1559,-0.0013,0.0796,0.1074,8.7941,0.1108,3.8675,-1.8167
780,False,0.2004,-1.2321,-3.6963,0.1373,-0.0312,0.672,0.028,3.8682,-0.7837,0.4685,1.4541,-0.0163,0.6491,,-0.0829,0.288,0.9754,0.7863,5.6623,-3.0477,0.0428,0.3853,-1.2775,3.4113,-0.2686,2.9115,6.5822
781,True,0.3297,-0.6349,-4.994,-0.4254,0.1643,-0.1066,0.0061,-2.1996,0.6406,-0.2136,-1.098,0.0127,-0.1563,0.4868,0.2892,2.5788,-0.3208,-0.1262,-19.0659,1.5951,-0.0906,0.0465,-0.2305,5.3866,-0.0433,2.0892,1.1468
782,False,0.3709,0.4316,-10.403,-0.4301,-0.6927,-1.9469,0.0102,6.0246,0.4951,-0.2553,-2.9325,-0.0045,-1.615,0.0741,0.3144,4.2693,-0.6125,3.2821,-18.0741,-3.8057,-0.0418,-0.0582,3.495,10.5814,-0.0057,4.7572,1.4388
783,False,0.2366,4.0622,-4.6371,0.3952,0.2996,-1.4868,0.0147,,-0.7264,-0.1334,2.6348,-0.0103,-1.4774,0.4452,-0.3169,2.4461,0.8942,-1.5388,14.3237,6.0958,-0.0338,0.0789,2.7732,3.8109,-0.0338,-0.3474,0.8335
784,True,0.2581,-0.7837,-12.0666,-0.2949,-0.8129,-0.3685,0.0054,10.8889,1.3197,-0.3652,-1.0253,0.0143,-1.1194,,0.1427,4.0361,-1.0668,0.9289,-5.5117,0.4581,-0.1772,0.0427,3.5015,11.807,0.1272,0.0762,2.2436
785,False,0.0461,4.2756,-4.6261,0.0738,-0.2792,1.6558,0.0271,-6.5624,-1.4937,0.467,1.5813,-0.0127,-2.3675,0.1322,-0.0593,2.3881,0.9385,-0.9751,8.1747,-5.6297,0.1241,0.0293,0.8815,4.4236,-0.4577,2.9864,0.5459
786,False,0.1175,1.9545,-7.6791,0.441,-0.7603,0.495,0.0235,-3.0019,-0.5236,-0.0398,-0.217,-0.0079,0.5743,0.0752,-0.0829,2.2222,0.6874,2.643,-13.3136,-3.3082,-0.1872,0.1769,-0.7074,7.7639,-0.4386,5.7178,2.9332
787,False,0.1444,0.2893,-8.2374,-0.1867,-0.7829,-1.409,0.0137,3.6677,-0.2061,-0.0398,-0.4713,0.003,2.0671,0.6245,-0.1671,1.0285,0.3144,-0.6139,8.6376,6.9012,0.0729,-0.1883,-1.0378,8.0347,0.1333,2.6872,4.2935
788,False,0.11,0.5838,-0.4007,-0.2427,0.4123,1.946,0.0257,1.8624,-0.8455,0.3823,0.1463,-0.0091,-1.3506,0.1697,-0.0223,1.3976,0.6837,-1.5543,11.5468,-3.3556,-0.0571,-0.1763,2.3314,0.4492,0.0961,0.7115,7.8354
789,False,0.2163,2.1081,-1.7158,0.3341,0.2244,0.7994,0.0239,-5.409,-0.8587,0.3837,1.5995,-0.0103,-1.7878,0.2913,-0.1401,0.5706,0.44,-0.4183,12.0096,-4.6111,-0.07,-0.0609,2.1719,1.5476,-0.1276,2.3815,4.0235
790,False,0.1349,4.9684,-2.1766,0.4526,-2.1659,0.2827,0.0118,0.1072,-0.6603,-0.0873,0.5005,0.0046,-0.4743,0.3785,-0.4634,2.213,0.6874,-3.2174,10.2905,6.1906,-0.0257,-0.0882,4.1454,1.9345,0.0497,0.9741,-0.7461
791,True,0.1397,2.535,-8.7448,-0.0196,-0.5574,0.0279,0.006,2.4641,0.5304,-0.6223,-0.5712,0.0089,2.2273,0.2234,0.0568,4.0545,-1.5431,-2.247,-1.4785,-1.579,0.2232,0.189,-0.5338,8.7092,-0.1171,1.3727,-0.4554
792,False,0.073,2.1235,-2.8166,0.0272,-0.4897,-1.869,0.012,-3.4532,-0.4751,-0.1661,1.2725,-0.009,-1.3328,0.2747,-0.0543,2.1111,0.3993,-0.6912,17.9602,7.3276,-0.2453,-0.1819,2.7856,2.631,-0.1299,-0.2892,1.2798
793,False,0.2545,4.0721,-10.6928,-0.0335,-0.5423,-0.3402,0.0027,-1.3471,1.7827,-0.233,-3.2323,0.0142,2.0085,0.2962,0.0282,4.4533,-0.8858,-2.5063,-6.5696,-3.403,-0.1353,0.246,-0.7628,11.1693,0.2102,-0.0099,0.2609
794,False,0.2832,0.0301,-3.704,0.2591,0.1116,1.3019,0.0224,2.3638,-1.2247,0.0018,2.1535,-0.0113,-2.4633,0.2466,-0.391,1.3628,0.824,-0.3591,-8.8176,-2.8582,0.2169,0.0983,0.2795,3.2577,-0.1917,0.5373,1.7963
795,False,0.3423,3.7987,-5.0556,-0.1076,-0.828,-0.319,0.0273,-0.5949,-0.4662,0.4179,2.0536,-0.0194,-0.5602,0.0665,-0.1368,0.406,0.9533,-4.4763,6.3895,-4.6584,0.0971,0.0501,0.8682,4.6944,-0.2592,-1.1253,3.488
796,False,0.4521,0.6268,-3.3458,0.1604,0.495,-0.6941,0.0193,-0.996,0.4069,0.3035,-0.1443,-0.0002,1.9307,0.3078,-0.1233,0.9384,0.5803,-5.1146,-2.9331,2.211,0.1237,-0.1169,3.7363,3.3806,-0.2751,-0.328,1.9993
797,False,0.0752,0.5634,-8.343,-0.052,0.5551,-0.0854,0.008,5.8741,0.4951,-0.1988,-1.1979,0.0017,-0.0209,0.3491,0.0181,1.0811,-0.9412,0.3968,-0.2222,-1.5553,0.0724,0.3161,2.6647,8.5313,-0.2925,1.2896,-1.8277
798,True,0.0932,-0.0567,-9.7331,-0.2304,-1.3541,0.042,0.002,-3.4532,0.8699,-0.3756,-2.1061,0.0066,1.1494,0.038,0.2824,4.2693,-0.9375,1.5438,-12.0574,-4.1373,0.2572,0.1232,1.2193,10.0049,0.185,-1.735,-1.1366
799,False,0.3154,-1.7016,-1.5585,0.075,1.1264,1.1533,0.0201,1.3609,-1.2203,0.0301,-0.7165,-0.0118,0.2534,0.382,-0.1469,2.213,0.5249,-2.9305,-0.3545,1.5241,-0.2121,-0.2981,-1.1859,1.6508,-0.0402,-1.0588,5.8458
800,False,0.3739,-0.831,-2.522,-0.3142,0.2244,0.7923,0.0208,-0.3943,-1.1762,0.2218,1.9718,-0.0139,0.312,0.4005,-0.1065,0.5209,0.0817,,5.4639,2.4479,-0.3642,0.3651,2.187,1.9087,0.4334,0.3081,5.4621
801,True,0.0552,-0.9386,-4.0716,-0.3122,0.48,-0.6375,0.0107,,0.0673,0.0672,-2.206,0.0056,0.7038,0.5387,0.274,4.4695,-0.7639,-0.4479,2.8192,1.5951,-0.1068,-0.0008,-1.5711,4.3333,0.1143,0.8147,2.8025
802,True,0.3297,1.4953,-3.5501,-0.0031,0.1492,-0.0004,0.0042,-0.8957,0.0541,-0.0115,-0.3078,0.0112,1.4083,0.5952,-0.1452,2.4129,-0.077,3.2351,15.4477,5.6221,0.1671,0.1164,0.6623,3.9645,0.1523,1.7726,1.1267
803,False,0.3619,2.9329,-8.0708,-0.3857,0.4574,0.042,0.0258,3.9184,1.0595,-0.1438,0.7003,-0.0073,1.1283,0.0758,0.3515,2.2471,0.3033,2.1183,-3.7926,-0.9632,0.1802,-0.1014,1.2104,7.8993,-0.2121,6.4158,2.6389
804,True,0.044,3.1729,-9.1373,-0.0654,-1.8728,-0.8569,0.0046,5.7237,0.7288,-0.4068,-1.7791,0.0128,-1.3827,0.4681,0.0518,4.4517,-1.4951,-1.3272,-12.7847,-0.7736,0.0579,0.0941,0.3648,9.4951,0.04,0.2271,0.3727
